模型,样本数,折数,CV三维RMSE,CV三维MAE,CV三维中位数,CV三维P95,CV三维最大误差,CV_X_RMSE,CV_Y_RMSE,CV_Z_RMSE,全数据训练RMSE
homography,34,5,0.9723235229921416,0.856347332676602,0.786739052746078,1.8225940734994017,1.9280659392771182,0.25075756021700135,0.3545718223546189,0.8699497124259492,0.9014394048132125
affine,34,5,0.9885182982021874,0.8793799674371112,0.8325453793291359,1.8540495743509577,1.9583092533484805,0.299511944020393,0.36122552877190206,0.8700443314183096,0.9216719940250845
poly2,34,5,0.9970227130701732,0.8613009268260144,0.7267396010791973,1.650262558480763,2.073320206637091,0.226488436167463,0.36568824567258307,0.8994606081631006,0.8234176212213055
poly3,34,5,1.1692658331681536,1.0081648008728161,0.8949855481072094,2.078924240652787,2.4799149643558795,0.2699488424670516,0.3885847773917307,1.069257724706506,0.7905012374838458
