方块类别,高位检测像素X,高位检测像素Y,实测TCP位置X,实测TCP位置Y,affine_OOF二维误差_mm,homography_OOF二维误差_mm,poly2_OOF二维误差_mm,poly3_OOF二维误差_mm
,519.6064453125,116.36256408691406,-370.1387939453125,-38.50666427612304,0.3298473805045453,0.24861636666984824,0.182827758369484,0.20308904457047283
,761.4337158203125,508.5159912109375,-177.491470336914,79.74274444580078,0.3229147573821211,0.44404478809095355,0.24006072157443278,0.16929099800243239
,519.44287109375,137.04710388183594,-360.1998596191406,-38.63439559936523,0.07697595196530967,0.06936097267312846,0.047107301938546356,0.0573478640398499
,683.5425415039062,117.59510803222656,-368.8309020996093,41.50569915771484,0.3326492310878938,0.2147007941711264,0.1736078254424426,0.13793134862492987
,620.3223266601562,302.1741027832031,-279.4398498535156,10.7667713165283,0.2867102393732949,0.06561369101900652,0.05632023394484424,0.0643273899152759
,536.4508666992188,485.53369140625,-189.8139495849609,-30.16959190368652,0.08380218927979749,0.13321967886968564,0.05381869025557936,0.0734942787664789
,703.1454467773438,200.5126037597656,-328.768585205078,51.16457748413086,0.33181341958470456,0.20083035480189945,0.14672223541707768,0.2169371579929546
,497.80224609375,259.98583984375,-300.5691528320312,-49.33762741088867,0.3853008125469358,0.2440834667739459,0.13093742516143816,0.06812786537490624
,536.3049926757812,506.0163269042969,-179.7810974121093,-30.22554397583008,0.1445051060464206,0.16584155787820976,0.08136917767764042,0.03259094491972147
,537.0640869140625,424.171142578125,-220.052291870117,-29.89214515686035,0.16554610077551063,0.1712383202036983,0.0759738936108376,0.03612710466803741
,598.192138671875,445.2563781738281,-209.3862915039062,0.134221687912941,0.1478502671627735,0.20049615121647374,0.09727768067157612,0.05234029529081161
,500.3714904785156,13.917237281799316,-420.0823669433593,-47.88818359375,0.5578395448643417,0.19982266320179037,0.4286398964366065,0.5367004683959765
,704.35498046875,97.07273864746094,-378.6786193847656,51.56137084960937,0.3956126626695691,0.31142296710303385,0.288495963275381,0.2560558786720243
,822.669921875,529.8660888671875,-166.8629302978515,109.4930419921875,0.39810049763762717,0.7873022503694548,0.42436121625603895,0.6632450307573092
,804.1911010742188,345.1867980957031,-257.6799926757812,100.7940368652343,0.41548235258580546,0.2401370420280004,0.30492377986421293,0.08552423092704638
,784.3872680664062,263.008056640625,-298.0266723632812,90.89550018310548,0.37926023462767644,0.27839496022905813,0.1625480274829007,0.09158115458217371
,705.30224609375,15.44919776916504,-418.5607299804687,52.03741455078125,0.4528193559453854,0.14950989365068,0.25818450052966596,0.4951253903128612
,720.6428833007812,487.5774230957031,-187.9925689697265,59.92998123168945,0.13104112911602994,0.10019668044889782,0.048941396164249765,0.05048689675322719
,599.8782958984375,281.4468994140625,-289.7022705078125,0.7284713387489319,0.37607434502593773,0.19634889431545094,0.15732335705221592,0.13247060707013783
,620.095458984375,322.5722045898437,-269.4777221679687,10.73389148712158,0.33342965709678735,0.1788337913924423,0.07749240879256171,0.028440616087705126
,557.2349853515625,444.8434753417969,-209.7850646972656,-19.98430252075195,0.10678195983588769,0.13215755840815216,0.047909690790103675,0.04756970034602304
,477.5908508300781,239.16683959960935,-310.7374267578125,-59.2863082885742,0.28166510272904965,0.3136082725115529,0.12077195707492841,0.00932276929804454
,477.4031677246094,259.71173095703125,-300.7253112792968,-59.388614654541,0.399502340944661,0.31445729071185663,0.1834898186027105,0.03576339761084401
,638.23681640625,548.3338623046875,-158.3688049316406,19.54203796386718,0.43883195945790887,0.21170768397080003,0.15692565638153416,0.13661048299071674
,721.2145385742188,446.6314392089844,-208.1463470458984,60.24242782592773,0.14911564330758176,0.09296994053709645,0.07262467624650537,0.08138812934608894
,556.1708374023438,547.1932373046875,-159.3271484375,-20.43446922302246,0.3351539706397035,0.20973236961332017,0.12230518273974243,0.08201517956215261
,828.153076171875,37.313079833984375,-407.5807800292968,111.8515090942383,0.34635152951176584,0.3486646436602582,0.2994212588274882,0.7667284168298563
,618.7743530273438,445.4776306152344,-209.14404296875,10.19875812530517,0.1459258407653672,0.16823461459011424,0.07778053594183085,0.05278990129921915
,681.3524169921875,343.8414001464844,-258.8355407714843,40.75593948364258,0.37582244085380506,0.23752827701736884,0.15464801193587127,0.09288281918438406
,679.675048828125,507.72857666015625,-178.193145751953,39.83377838134765,0.27258607054412026,0.17458007602679473,0.11092405780156582,0.07611850963145664
,539.815673828125,137.0579833984375,-360.075927734375,-28.62799644470215,0.09398963920112433,0.08284073324766332,0.074108827311101,0.08545813253781438
,782.60205078125,447.36328125,-207.5963897705078,90.15237426757812,0.013074229487941492,0.2802539838143531,0.08132138414233063,0.14143810788565642
,827.0222778320312,160.3198699951172,-347.727294921875,111.389663696289,0.23342372082497292,0.038598229535839246,0.25103541024962744,0.26377728199359907
,682.94189453125,179.78077697753906,-338.851806640625,41.20803070068359,0.17920271763895024,0.06288090866016142,0.12543089992875642,0.1279173679441683
